"title","tomatometer","audience_score","sentiment","num_reviews","url"
"Vivo | Rotten Tomatoes","86%","73%","0.6814697831869125","20","https://www.rottentomatoes.com/m/vivo"
"Ride the Eagle | Rotten Tomatoes","83%","67%","-0.24848708137869835","9","https://www.rottentomatoes.com/m/ride_the_eagle"
"Beckett | Rotten Tomatoes","49%","33%","-0.15506715575853983","20","https://www.rottentomatoes.com/m/beckett"
"Around the World in 80 Days | Rotten Tomatoes","33%","34%","-0.2495727241039276","20","https://www.rottentomatoes.com/m/around_the_world_in_80_days"
"Naked Singularity | Rotten Tomatoes","28%","30%","-0.131880234926939","10","https://www.rottentomatoes.com/m/naked_singularity"
"Swan Song | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/swan_song"
"John and the Hole | Rotten Tomatoes","60%","23%","0.06449540207783382","20","https://www.rottentomatoes.com/m/john_and_the_hole"
"The Kissing Booth 3 | Rotten Tomatoes","25%","18%","-0.10750150680541992","7","https://www.rottentomatoes.com/m/the_kissing_booth_3"
"Free Guy | Rotten Tomatoes","80%","94%","0.08935807645320892","20","https://www.rottentomatoes.com/m/free_guy"
"Don't Breathe 2 | Rotten Tomatoes","43%","85%","-0.5561439235295569","15","https://www.rottentomatoes.com/m/dont_breathe_2"
"Assassins | Rotten Tomatoes","18%","45%","-0.6132192276418209","9","https://www.rottentomatoes.com/m/assassins"
"Sweet Girl | Rotten Tomatoes","24%","49%","-0.708650888254245","14","https://www.rottentomatoes.com/m/sweet_girl"
"Fantasies | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/fantasies"
"No Man of God | Rotten Tomatoes","81%","64%","0.49716878434022266","18","https://www.rottentomatoes.com/m/no_man_of_god"
"The Loud House Movie | Rotten Tomatoes","N/A","60%","N/A","0","https://www.rottentomatoes.com/m/the_loud_house_movie"
"Cryptozoo | Rotten Tomatoes","71%","50%","0.5563075741132101","18","https://www.rottentomatoes.com/m/cryptozoo"
"The Witcher: Nightmare of the Wolf | Rotten Tomatoes","100%","83%","0.9981105476617813","4","https://www.rottentomatoes.com/m/the_witcher_nightmare_of_the_wolf"
"Candyman | Rotten Tomatoes","79%","64%","0.2080272702234132","15","https://www.rottentomatoes.com/m/candyman"
"The Voyeurs | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_voyeurs"
"Queenpins | Rotten Tomatoes","48%","82%","-0.32727861901124317","20","https://www.rottentomatoes.com/m/queenpins"
"RUSHED | Rotten Tomatoes","90%","84%","-0.9186654686927795","1","https://www.rottentomatoes.com/m/rushed"
"Vacation Friends | Rotten Tomatoes","58%","54%","0.14332086592912674","12","https://www.rottentomatoes.com/m/vacation_friends"
"He's All That | Rotten Tomatoes","29%","23%","-0.4933321227629979","20","https://www.rottentomatoes.com/m/hes_all_that"
"Prisoners of the Ghostland | Rotten Tomatoes","62%","49%","-0.1570106397072474","20","https://www.rottentomatoes.com/m/prisoners_of_the_ghostland"
"After We Fell | Rotten Tomatoes","8%","40%","-0.9324260155359904","3","https://www.rottentomatoes.com/m/after_we_fell"
"Meteor | Rotten Tomatoes","N/A","21%","-0.9997335076332092","1","https://www.rottentomatoes.com/m/meteor"
"Europa | Rotten Tomatoes","81%","88%","-6.604194641113281e-05","2","https://www.rottentomatoes.com/m/zentropa"
"Afterlife of the Party | Rotten Tomatoes","59%","71%","-0.6263397932052612","1","https://www.rottentomatoes.com/m/afterlife_of_the_party"
"We Need to Do Something | Rotten Tomatoes","54%","23%","-0.250336404889822","10","https://www.rottentomatoes.com/m/we_need_to_do_something"
"The Tomorrow War | Rotten Tomatoes","51%","76%","-0.6639255533615748","20","https://www.rottentomatoes.com/m/the_tomorrow_war"
"Wild Indian | Rotten Tomatoes","90%","58%","0.6348138079047203","16","https://www.rottentomatoes.com/m/wild_indian"
"The Card Counter | Rotten Tomatoes","88%","42%","0.16666052987178168","20","https://www.rottentomatoes.com/m/the_card_counter"
"Best Sellers | Rotten Tomatoes","53%","52%","0.49938569962978363","9","https://www.rottentomatoes.com/m/best_sellers"
"Copshop | Rotten Tomatoes","83%","74%","0.49996325373649597","20","https://www.rottentomatoes.com/m/copshop"
"Come From Away | Rotten Tomatoes","98%","94%","0.39451806247234344","12","https://www.rottentomatoes.com/m/come_from_away"
"The In-Laws (1979) | Rotten Tomatoes","89%","83%","0.6137951537966728","15","https://www.rottentomatoes.com/m/the_inlaws"
"The In-Laws | Rotten Tomatoes","33%","40%","-0.24698632458845773","20","https://www.rottentomatoes.com/m/inlaws"
"Dating & New York | Rotten Tomatoes","48%","63%","-0.664552221695582","6","https://www.rottentomatoes.com/m/dating_and_new_york"
"Small Engine Repair | Rotten Tomatoes","86%","73%","0.6877972228186471","7","https://www.rottentomatoes.com/m/small_engine_repair"
"A Chiara | Rotten Tomatoes","91%","50%","0.8811360634863377","16","https://www.rottentomatoes.com/m/a_chiara"
"Kate (2021) | Rotten Tomatoes","45%","52%","0.08683208624521892","20","https://www.rottentomatoes.com/m/kate"
"Blue Bayou | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/blue_bayou"
"Bad Candy | Rotten Tomatoes","44%","27%","-0.9389462471008301","1","https://www.rottentomatoes.com/m/bad_candy"
"Show Me the Father | Rotten Tomatoes","N/A","98%","N/A","0","https://www.rottentomatoes.com/m/show_me_the_father"
"Catch the Bullet | Rotten Tomatoes","N/A","9%","N/A","0","https://www.rottentomatoes.com/m/catch_the_bullet"
"Language Lessons | Rotten Tomatoes","96%","83%","0.7492839073141416","18","https://www.rottentomatoes.com/m/language_lessons"
"Nightbooks | Rotten Tomatoes","90%","60%","0.9997964302698771","3","https://www.rottentomatoes.com/m/nightbooks"
"The Nowhere Inn | Rotten Tomatoes","67%","74%","-0.0663240725795428","17","https://www.rottentomatoes.com/m/the_nowhere_inn"
"Heart of Champions | Rotten Tomatoes","31%","72%","-0.9993230104446411","1","https://www.rottentomatoes.com/m/heart_of_champions"
"Cry Macho | Rotten Tomatoes","57%","64%","0.4009607508778572","20","https://www.rottentomatoes.com/m/cry_macho"
"Lady of the Manor | Rotten Tomatoes","23%","39%","-0.9995356599489847","3","https://www.rottentomatoes.com/m/lady_of_the_manor"
"My Name Is Pauli Murray | Rotten Tomatoes","94%","81%","0.7485121265053749","16","https://www.rottentomatoes.com/m/my_name_is_pauli_murray"
"The Starling | Rotten Tomatoes","19%","72%","-0.17267964035272598","20","https://www.rottentomatoes.com/m/the_starling"
"The Eyes of Tammy Faye | Rotten Tomatoes","87%","72%","0.9785057107607523","3","https://www.rottentomatoes.com/m/the_eyes_of_tammy_faye"
"The Eyes of Tammy Faye | Rotten Tomatoes","87%","72%","0.7160877659916878","8","https://www.rottentomatoes.com/m/eyes_of_tammy_faye"
"The Killing of Kenneth Chamberlain | Rotten Tomatoes","97%","87%","0.3427973786989848","6","https://www.rottentomatoes.com/m/the_killing_of_kenneth_chamberlain"
"Collection | Rotten Tomatoes","17%","29%","N/A","0","https://www.rottentomatoes.com/m/collection"
"My Little Pony: A New Generation | Rotten Tomatoes","92%","80%","0.5999881386756897","5","https://www.rottentomatoes.com/m/my_little_pony_a_new_generation"
"Intrusion | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/intrusion"
"The Many Saints of Newark | Rotten Tomatoes","72%","59%","0.09630060940980911","20","https://www.rottentomatoes.com/m/the_many_saints_of_newark"
"There's Someone Inside Your House | Rotten Tomatoes","47%","19%","-0.32130261013905204","11","https://www.rottentomatoes.com/m/theres_someone_inside_your_house"
"Dear Evan Hansen | Rotten Tomatoes","28%","88%","-0.3451918959617615","20","https://www.rottentomatoes.com/m/dear_evan_hansen"
"No Time to Die | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/no_time_to_die"
"Venom: Let There Be Carnage | Rotten Tomatoes","58%","83%","0.1650185063481331","20","https://www.rottentomatoes.com/m/venom_let_there_be_carnage"
"Bingo Hell | Rotten Tomatoes","65%","29%","0.2574787810444832","8","https://www.rottentomatoes.com/m/bingo_hell"
"Black as Night | Rotten Tomatoes","70%","30%","0.24869906902313232","8","https://www.rottentomatoes.com/m/black_as_night"
"The Addams Family 2 | Rotten Tomatoes","28%","69%","-0.5795042042930921","20","https://www.rottentomatoes.com/m/the_addams_family_2"
"Old Henry | Rotten Tomatoes","94%","92%","0.6901712616284689","18","https://www.rottentomatoes.com/m/old_henry"
"Witch Hunt | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/witch_hunt"
"The Jesus Music | Rotten Tomatoes","67%","97%","-0.20008689165115356","5","https://www.rottentomatoes.com/m/the_jesus_music"
"Lift | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/lift"
"God's Not Dead: We the People | Rotten Tomatoes","N/A","100%","N/A","0","https://www.rottentomatoes.com/m/gods_not_dead_we_the_people"
"Survive the Game | Rotten Tomatoes","25%","66%","-0.9953558444976807","1","https://www.rottentomatoes.com/m/survive_the_game"
"Madres | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/madres"
"Justin Bieber: Our World | Rotten Tomatoes","57%","86%","-0.41134380442755564","7","https://www.rottentomatoes.com/m/justin_bieber_our_world"
"South of Heaven | Rotten Tomatoes","N/A","55%","N/A","0","https://www.rottentomatoes.com/m/south_of_heaven"
"Mass | Rotten Tomatoes","N/A","55%","N/A","0","https://www.rottentomatoes.com/m/mass"
"The Last Duel | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_last_duel"
"Fly | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/fly"
"Halloween Kills | Rotten Tomatoes","38%","66%","-0.9086283619205157","20","https://www.rottentomatoes.com/m/halloween_kills"
"Ron's Gone Wrong | Rotten Tomatoes","82%","94%","0.4164794112245242","20","https://www.rottentomatoes.com/m/rons_gone_wrong"
"The Beta Test | Rotten Tomatoes","92%","62%","0.5793605372309685","17","https://www.rottentomatoes.com/m/the_beta_test"
"Introducing, Selma Blair | Rotten Tomatoes","100%","70%","0.7557961419224739","12","https://www.rottentomatoes.com/m/introducing_selma_blair"
"Hard Luck Love Song | Rotten Tomatoes","37%","89%","-0.24879882484674454","8","https://www.rottentomatoes.com/m/hard_luck_love_song"
"Needle in a Timestack | Rotten Tomatoes","38%","53%","-0.2914546517034372","14","https://www.rottentomatoes.com/m/needle_in_a_timestack"
"DASHCAM | Rotten Tomatoes","47%","34%","-0.4201653351386388","20","https://www.rottentomatoes.com/m/dashcam"
"Night Teeth | Rotten Tomatoes","38%","49%","-0.4122273350755373","11","https://www.rottentomatoes.com/m/night_teeth"
"The French Dispatch | Rotten Tomatoes","75%","76%","0.42554788043101627","20","https://www.rottentomatoes.com/m/the_french_dispatch"
"The Electrical Life of Louis Wain | Rotten Tomatoes","68%","71%","0.5924631059169769","20","https://www.rottentomatoes.com/m/the_electrical_life_of_louis_wain"
"The Harder They Fall | Rotten Tomatoes","88%","93%","0.4647681638598442","20","https://www.rottentomatoes.com/m/the_harder_they_fall"
"The Estate | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_estate"
"Warning | Rotten Tomatoes","N/A","29%","0.9949211478233337","1","https://www.rottentomatoes.com/m/warning"
"Cube | Rotten Tomatoes","61%","76%","0.33357171217600506","6","https://www.rottentomatoes.com/m/cube"
"The Power of the Dog | Rotten Tomatoes","94%","76%","0.6652477259437243","20","https://www.rottentomatoes.com/m/the_power_of_the_dog"
"Hypnotic | Rotten Tomatoes","25%","25%","0.2522101402282715","5","https://www.rottentomatoes.com/m/hypnotic"
"Antlers | Rotten Tomatoes","59%","67%","-0.24201203882694244","20","https://www.rottentomatoes.com/m/antlers"
"Paranormal Activity: Next of Kin | Rotten Tomatoes","32%","38%","-0.4047113930185636","11","https://www.rottentomatoes.com/m/paranormal_activity_next_of_kin"
"A Mouthful of Air | Rotten Tomatoes","66%","80%","-0.49679427593946457","9","https://www.rottentomatoes.com/m/a_mouthful_of_air"
"The Spine of Night | Rotten Tomatoes","80%","63%","0.4883321725896427","15","https://www.rottentomatoes.com/m/the_spine_of_night"
"Army of Thieves | Rotten Tomatoes","69%","69%","-0.0009364709258079529","20","https://www.rottentomatoes.com/m/army_of_thieves"
"Eternals | Rotten Tomatoes","47%","77%","-0.5118269423643748","20","https://www.rottentomatoes.com/m/eternals"
"Godzilla vs. Hedorah | Rotten Tomatoes","71%","50%","N/A","0","https://www.rottentomatoes.com/m/godzilla_vs_hedorah"
"Godzilla vs. Hedorah | Rotten Tomatoes","71%","50%","0.12550170719623566","10","https://www.rottentomatoes.com/m/godzilla_vs_the_smog_monster"
"Red Notice | Rotten Tomatoes","37%","92%","-0.43440357595682144","20","https://www.rottentomatoes.com/m/red_notice"
"Finch | Rotten Tomatoes","74%","68%","-0.07437366495529811","20","https://www.rottentomatoes.com/m/finch"
"Happening | Rotten Tomatoes","99%","79%","0.7273267954587936","20","https://www.rottentomatoes.com/m/happening"
"Love Hard | Rotten Tomatoes","53%","89%","-0.4265510695321219","7","https://www.rottentomatoes.com/m/love_hard"
"The Ugly Truth | Rotten Tomatoes","14%","60%","-0.6610982939600945","20","https://www.rottentomatoes.com/m/ugly_truth"
"Dangerous | Rotten Tomatoes","30%","63%","-0.6818023522694906","6","https://www.rottentomatoes.com/m/dangerous"
"Clifford the Big Red Dog | Rotten Tomatoes","58%","94%","0.10029790302117665","20","https://www.rottentomatoes.com/m/clifford_the_big_red_dog"
"Tick, Tick... Boom! | Rotten Tomatoes","88%","96%","0.832974411547184","20","https://www.rottentomatoes.com/m/tick_tick_boom"
"Home Sweet Home Alone | Rotten Tomatoes","15%","13%","-0.2512713633477688","14","https://www.rottentomatoes.com/m/home_sweet_home_alone"
"APEX | Rotten Tomatoes","N/A","22%","N/A","0","https://www.rottentomatoes.com/m/apex"
"Mr. Saturday Night | Rotten Tomatoes","59%","38%","0.9986579716205597","2","https://www.rottentomatoes.com/m/mr_saturday_night"
"Bruised | Rotten Tomatoes","51%","56%","0.05272046476602554","20","https://www.rottentomatoes.com/m/bruised"
"Equinox | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/equinox"
"The Princess Switch 3: Romancing the Star | Rotten Tomatoes","57%","43%","-0.0005069971084594727","2","https://www.rottentomatoes.com/m/the_princess_switch_3_romancing_the_star"
"King Richard | Rotten Tomatoes","90%","98%","0.5640769824385643","20","https://www.rottentomatoes.com/m/king_richard"
"Ghostbusters: Afterlife | Rotten Tomatoes","63%","94%","-0.2546360641717911","20","https://www.rottentomatoes.com/m/ghostbusters_afterlife"
"Zeros and Ones | Rotten Tomatoes","54%","8%","-0.3309195724626382","14","https://www.rottentomatoes.com/m/zeros_and_ones"
"C'mon C'mon | Rotten Tomatoes","94%","77%","0.756943774720033","20","https://www.rottentomatoes.com/m/cmon_cmon"
"Black Friday | Rotten Tomatoes","100%","51%","N/A","0","https://www.rottentomatoes.com/m/black_friday"
"House of Gucci | Rotten Tomatoes","61%","83%","0.18025175978740057","20","https://www.rottentomatoes.com/m/house_of_gucci"
"The Humans | Rotten Tomatoes","92%","45%","-0.07182353734970093","20","https://www.rottentomatoes.com/m/the_humans"
"The Unforgivable | Rotten Tomatoes","38%","75%","-0.5072532768050829","20","https://www.rottentomatoes.com/m/the_unforgivable"
"Resident Evil: Welcome to Raccoon City | Rotten Tomatoes","30%","65%","-0.5407893272737662","14","https://www.rottentomatoes.com/m/resident_evil_welcome_to_raccoon_city"
"South Park: Post COVID | Rotten Tomatoes","N/A","73%","-0.9986709654331207","2","https://www.rottentomatoes.com/m/south_park_post_covid"
"Licorice Pizza | Rotten Tomatoes","90%","65%","0.6603465701142947","20","https://www.rottentomatoes.com/m/licorice_pizza"
"Sing 2 | Rotten Tomatoes","72%","98%","0.5137824912865957","20","https://www.rottentomatoes.com/m/sing_2"
"Single All the Way | Rotten Tomatoes","70%","67%","0.0010648071765899658","6","https://www.rottentomatoes.com/m/single_all_the_way"
"Back to the Outback | Rotten Tomatoes","81%","69%","0.463502185685294","7","https://www.rottentomatoes.com/m/back_to_the_outback"
"Mixtape | Rotten Tomatoes","100%","78%","0.9989417195320129","2","https://www.rottentomatoes.com/m/mixtape"
"Don't Look Up | Rotten Tomatoes","N/A","6%","N/A","0","https://www.rottentomatoes.com/m/dont_look_up"
"West Side Story | Rotten Tomatoes","92%","84%","0.42000842342774075","20","https://www.rottentomatoes.com/m/west_side_story"
"The Hating Game | Rotten Tomatoes","68%","74%","0.5405759811401367","5","https://www.rottentomatoes.com/m/the_hating_game"
"Being the Ricardos | Rotten Tomatoes","68%","75%","0.41086985419193905","20","https://www.rottentomatoes.com/m/being_the_ricardos"
"Red Rocket | Rotten Tomatoes","90%","75%","0.3927172099550565","20","https://www.rottentomatoes.com/m/red_rocket"
"National Champions | Rotten Tomatoes","65%","79%","0.07002030472670283","15","https://www.rottentomatoes.com/m/national_champions"
"The Lost Daughter | Rotten Tomatoes","94%","56%","0.8686930214365324","20","https://www.rottentomatoes.com/m/the_lost_daughter"
"The Matrix Resurrections | Rotten Tomatoes","63%","63%","0.32701734950145084","20","https://www.rottentomatoes.com/m/the_matrix_resurrections"
"South Park: Post COVID: The Return of COVID | Rotten Tomatoes","N/A","69%","0.9971920847892761","1","https://www.rottentomatoes.com/m/south_park_post_covid_the_return_of_covid"
"The Tender Bar | Rotten Tomatoes","51%","69%","0.24321884910265604","20","https://www.rottentomatoes.com/m/the_tender_bar"
